Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total		Guests	Total	Residents in Spain	2003M03	98.578
National Total		Guests	Total	Residents in Spain	2003M02	81.952
National Total		Guests	Total	Residents in Spain	2003M01	66.110
National Total		Guests	Total	Residents in Spain	2002M12	94.113
National Total		Guests	Total	Residents in Spain	2002M11	79.304
National Total		Guests	Total	Residents in Spain	2002M10	101.300
National Total		Guests	Total	Residents in Spain	2002M09	203.101
National Total		Guests	Total	Residents in Spain	2002M08	374.526
National Total		Guests	Total	Residents in Spain	2002M07	241.962
National Total		Guests	Total	Residents in Spain	2002M06	174.755
National Total		Guests	Total	Residents in Spain	2002M05	111.516
National Total		Guests	Total	Residents in Spain	2002M04	103.604
National Total		Guests	Total	Residents in Spain	2002M03	137.004
National Total		Guests	Total	Residents in Spain	2002M02	68.971
National Total		Guests	Total	Residents in Spain	2002M01	57.397
National Total		Guests	Total	Residents in Spain	2001M12	78.139
National Total		Guests	Total	Residents in Spain	2001M11	66.625
National Total		Guests	Total	Residents in Spain	2001M10	103.194
National Total		Guests	Total	Residents in Spain	2001M09	228.931
National Total		Guests	Total	Residents in Spain	2001M08	327.733
National Total		Guests	Total	Residents in Spain	2001M07	236.219
National Total		Guests	Total	Residents in Spain	2001M06	168.652
National Total		Guests	Total	Residents in Spain	2001M05	92.619
National Total		Guests	Total	Residents in Spain	2001M04	192.038
National Total		Guests	Total	Residents in Spain	2001M03	75.932
National Total		Guests	Total	Residents in Spain	2001M02	65.241
National Total		Guests	Total	Residents in Spain	2001M01	56.232
National Total		Guests	Total	Residents in Spain	2000M12	74.524
National Total		Guests	Total	Residents in Spain	2000M11	53.959
National Total		Guests	Total	Residents in Spain	2000M10	97.632
National Total		Guests	Total	Residents in Spain	2000M09	218.714
National Total		Guests	Total	Residents in Spain	2000M08	303.823
National Total		Guests	Total	Residents in Spain	2000M07	253.169
National Total		Guests	Total	Residents in Spain	2000M06	151.544
National Total		Guests	Total	Residents in Spain	2000M05	97.847
National Total		Guests	Total	Residents in Spain	2000M04	185.454
National Total		Guests	Total	Residents in Spain	2000M03	81.722
National Total		Guests	Total	Residents in Spain	2000M02	70.806
National Total		Guests	Total	Residents in Spain	2000M01	61.486
National Total		Guests	Total	Residents abroad	2025M08	1.053.380
National Total		Guests	Total	Residents abroad	2025M07	1.143.070
National Total		Guests	Total	Residents abroad	2025M06	877.940
National Total		Guests	Total	Residents abroad	2025M05	828.866
National Total		Guests	Total	Residents abroad	2025M04	684.537
National Total		Guests	Total	Residents abroad	2025M03	589.940
National Total		Guests	Total	Residents abroad	2025M02	516.169
National Total		Guests	Total	Residents abroad	2025M01	466.015
National Total		Guests	Total	Residents abroad	2024M12	469.856
National Total		Guests	Total	Residents abroad	2024M11	502.231
National Total		Guests	Total	Residents abroad	2024M10	781.482
National Total		Guests	Total	Residents abroad	2024M09	846.512
National Total		Guests	Total	Residents abroad	2024M08	1.027.022
National Total		Guests	Total	Residents abroad	2024M07	992.213
National Total		Guests	Total	Residents abroad	2024M06	869.690
National Total		Guests	Total	Residents abroad	2024M05	853.355
National Total		Guests	Total	Residents abroad	2024M04	618.309
National Total		Guests	Total	Residents abroad	2024M03	551.608
National Total		Guests	Total	Residents abroad	2024M02	480.273
National Total		Guests	Total	Residents abroad	2024M01	447.847
National Total		Guests	Total	Residents abroad	2023M12	466.019
National Total		Guests	Total	Residents abroad	2023M11	468.452
National Total		Guests	Total	Residents abroad	2023M10	710.161
National Total		Guests	Total	Residents abroad	2023M09	786.691
National Total		Guests	Total	Residents abroad	2023M08	937.866
National Total		Guests	Total	Residents abroad	2023M07	924.394
National Total		Guests	Total	Residents abroad	2023M06	749.393
National Total		Guests	Total	Residents abroad	2023M05	733.290
National Total		Guests	Total	Residents abroad	2023M04	598.963
National Total		Guests	Total	Residents abroad	2023M03	473.066
National Total		Guests	Total	Residents abroad	2023M02	425.486
National Total		Guests	Total	Residents abroad	2023M01	408.673
National Total		Guests	Total	Residents abroad	2022M12	416.541
National Total		Guests	Total	Residents abroad	2022M11	433.218
National Total		Guests	Total	Residents abroad	2022M10	654.913
National Total		Guests	Total	Residents abroad	2022M09	771.638
National Total		Guests	Total	Residents abroad	2022M08	907.561
National Total		Guests	Total	Residents abroad	2022M07	964.187
National Total		Guests	Total	Residents abroad	2022M06	734.194
National Total		Guests	Total	Residents abroad	2022M05	673.177
National Total		Guests	Total	Residents abroad	2022M04	522.394
National Total		Guests	Total	Residents abroad	2022M03	397.842
National Total		Guests	Total	Residents abroad	2022M02	356.053
National Total		Guests	Total	Residents abroad	2022M01	274.459
National Total		Guests	Total	Residents abroad	2021M12	310.856
National Total		Guests	Total	Residents abroad	2021M11	354.000
National Total		Guests	Total	Residents abroad	2021M10	472.637
National Total		Guests	Total	Residents abroad	2021M09	406.137
National Total		Guests	Total	Residents abroad	2021M08	481.469
National Total		Guests	Total	Residents abroad	2021M07	388.292
National Total		Guests	Total	Residents abroad	2021M06	160.896
National Total		Guests	Total	Residents abroad	2021M05	90.250
National Total		Guests	Total	Residents abroad	2021M04	43.460
National Total		Guests	Total	Residents abroad	2021M03	37.370
National Total		Guests	Total	Residents abroad	2021M02	29.669
National Total		Guests	Total	Residents abroad	2021M01	35.555
National Total		Guests	Total	Residents abroad	2020M12	57.709
National Total		Guests	Total	Residents abroad	2020M11	.
National Total		Guests	Total	Residents abroad	2020M10	64.226
National Total		Guests	Total	Residents abroad	2020M09	78.710
National Total		Guests	Total	Residents abroad	2020M08	216.349
National Total		Guests	Total	Residents abroad	2020M07	181.807
National Total		Guests	Total	Residents abroad	2020M06	11.393
National Total		Guests	Total	Residents abroad	2020M05	.
National Total		Guests	Total	Residents abroad	2020M04	0
National Total		Guests	Total	Residents abroad	2020M03	135.538
National Total		Guests	Total	Residents abroad	2020M02	439.491
National Total		Guests	Total	Residents abroad	2020M01	400.773
National Total		Guests	Total	Residents abroad	2019M12	424.279
National Total		Guests	Total	Residents abroad	2019M11	440.866
National Total		Guests	Total	Residents abroad	2019M10	677.303
National Total		Guests	Total	Residents abroad	2019M09	805.975
National Total		Guests	Total	Residents abroad	2019M08	1.011.163
National Total		Guests	Total	Residents abroad	2019M07	947.098
National Total		Guests	Total	Residents abroad	2019M06	811.907
National Total		Guests	Total	Residents abroad	2019M05	692.467
National Total		Guests	Total	Residents abroad	2019M04	571.214
National Total		Guests	Total	Residents abroad	2019M03	505.325
National Total		Guests	Total	Residents abroad	2019M02	426.188
National Total		Guests	Total	Residents abroad	2019M01	393.020
National Total		Guests	Total	Residents abroad	2018M12	425.134
National Total		Guests	Total	Residents abroad	2018M11	439.001
National Total		Guests	Total	Residents abroad	2018M10	680.236
National Total		Guests	Total	Residents abroad	2018M09	821.205
National Total		Guests	Total	Residents abroad	2018M08	956.557
National Total		Guests	Total	Residents abroad	2018M07	944.780
National Total		Guests	Total	Residents abroad	2018M06	814.700
National Total		Guests	Total	Residents abroad	2018M05	725.787
National Total		Guests	Total	Residents abroad	2018M04	579.242
National Total		Guests	Total	Residents abroad	2018M03	501.959
National Total		Guests	Total	Residents abroad	2018M02	434.295
National Total		Guests	Total	Residents abroad	2018M01	410.387
National Total		Guests	Total	Residents abroad	2017M12	434.129
National Total		Guests	Total	Residents abroad	2017M11	457.503
National Total		Guests	Total	Residents abroad	2017M10	727.236
National Total		Guests	Total	Residents abroad	2017M09	856.219
National Total		Guests	Total	Residents abroad	2017M08	1.003.214
National Total		Guests	Total	Residents abroad	2017M07	1.014.290
National Total		Guests	Total	Residents abroad	2017M06	868.169
National Total		Guests	Total	Residents abroad	2017M05	757.781
National Total		Guests	Total	Residents abroad	2017M04	632.099
National Total		Guests	Total	Residents abroad	2017M03	501.997
National Total		Guests	Total	Residents abroad	2017M02	438.672
National Total		Guests	Total	Residents abroad	2017M01	420.030
National Total		Guests	Total	Residents abroad	2016M12	444.249
National Total		Guests	Total	Residents abroad	2016M11	443.022
National Total		Guests	Total	Residents abroad	2016M10	702.832
National Total		Guests	Total	Residents abroad	2016M09	796.473
National Total		Guests	Total	Residents abroad	2016M08	969.195
National Total		Guests	Total	Residents abroad	2016M07	958.052
National Total		Guests	Total	Residents abroad	2016M06	766.036
National Total		Guests	Total	Residents abroad	2016M05	683.968
National Total		Guests	Total	Residents abroad	2016M04	527.845
National Total		Guests	Total	Residents abroad	2016M03	474.487
National Total		Guests	Total	Residents abroad	2016M02	407.715
National Total		Guests	Total	Residents abroad	2016M01	385.917
National Total		Guests	Total	Residents abroad	2015M12	371.734
National Total		Guests	Total	Residents abroad	2015M11	402.137
National Total		Guests	Total	Residents abroad	2015M10	613.501
National Total		Guests	Total	Residents abroad	2015M09	693.009
National Total		Guests	Total	Residents abroad	2015M08	913.618
National Total		Guests	Total	Residents abroad	2015M07	858.989
National Total		Guests	Total	Residents abroad	2015M06	656.589
National Total		Guests	Total	Residents abroad	2015M05	586.973
National Total		Guests	Total	Residents abroad	2015M04	455.436
National Total		Guests	Total	Residents abroad	2015M03	396.253
National Total		Guests	Total	Residents abroad	2015M02	350.141
National Total		Guests	Total	Residents abroad	2015M01	340.519
National Total		Guests	Total	Residents abroad	2014M12	346.284
National Total		Guests	Total	Residents abroad	2014M11	371.493
National Total		Guests	Total	Residents abroad	2014M10	545.480
National Total		Guests	Total	Residents abroad	2014M09	676.790
National Total		Guests	Total	Residents abroad	2014M08	884.506
National Total		Guests	Total	Residents abroad	2014M07	829.585
National Total		Guests	Total	Residents abroad	2014M06	643.629
National Total		Guests	Total	Residents abroad	2014M05	558.575
National Total		Guests	Total	Residents abroad	2014M04	446.823
National Total		Guests	Total	Residents abroad	2014M03	414.932
National Total		Guests	Total	Residents abroad	2014M02	337.398
National Total		Guests	Total	Residents abroad	2014M01	337.319
National Total		Guests	Total	Residents abroad	2013M12	355.241
National Total		Guests	Total	Residents abroad	2013M11	369.117
National Total		Guests	Total	Residents abroad	2013M10	517.257
National Total		Guests	Total	Residents abroad	2013M09	640.149
National Total		Guests	Total	Residents abroad	2013M08	861.434
National Total		Guests	Total	Residents abroad	2013M07	816.612
National Total		Guests	Total	Residents abroad	2013M06	614.530
National Total		Guests	Total	Residents abroad	2013M05	531.928
National Total		Guests	Total	Residents abroad	2013M04	383.266
National Total		Guests	Total	Residents abroad	2013M03	416.030
National Total		Guests	Total	Residents abroad	2013M02	340.692
National Total		Guests	Total	Residents abroad	2013M01	317.837
National Total		Guests	Total	Residents abroad	2012M12	352.507
National Total		Guests	Total	Residents abroad	2012M11	352.391
National Total		Guests	Total	Residents abroad	2012M10	480.643
National Total		Guests	Total	Residents abroad	2012M09	640.389
National Total		Guests	Total	Residents abroad	2012M08	820.424
National Total		Guests	Total	Residents abroad	2012M07	778.569
National Total		Guests	Total	Residents abroad	2012M06	584.871
National Total		Guests	Total	Residents abroad	2012M05	455.541
National Total		Guests	Total	Residents abroad	2012M04	367.778
National Total		Guests	Total	Residents abroad	2012M03	388.070
National Total		Guests	Total	Residents abroad	2012M02	339.218
National Total		Guests	Total	Residents abroad	2012M01	327.377
National Total		Guests	Total	Residents abroad	2011M12	346.008
National Total		Guests	Total	Residents abroad	2011M11	349.854
National Total		Guests	Total	Residents abroad	2011M10	487.978
National Total		Guests	Total	Residents abroad	2011M09	614.425
National Total		Guests	Total	Residents abroad	2011M08	783.559
National Total		Guests	Total	Residents abroad	2011M07	765.234
National Total		Guests	Total	Residents abroad	2011M06	574.848
National Total		Guests	Total	Residents abroad	2011M05	458.567
National Total		Guests	Total	Residents abroad	2011M04	417.947
National Total		Guests	Total	Residents abroad	2011M03	382.790
National Total		Guests	Total	Residents abroad	2011M02	337.350
National Total		Guests	Total	Residents abroad	2011M01	315.258
