Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M11	18.326
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M10	21.950
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M09	21.963
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M08	30.668
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M07	25.115
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M06	22.915
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M05	18.168
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M04	23.846
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M03	18.629
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M02	16.770
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2017M01	16.172
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M12	23.618
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M11	18.332
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M10	22.313
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M09	21.465
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M08	29.719
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M07	24.209
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M06	17.667
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M05	17.344
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M04	16.804
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M03	20.360
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M02	13.955
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2016M01	14.965
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M12	19.412
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M11	15.567
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M10	18.928
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M09	16.508
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M08	20.846
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M07	19.437
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M06	16.256
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M05	15.023
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M04	16.724
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M03	13.438
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M02	12.366
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2015M01	11.118
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M12	16.922
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M11	11.966
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M10	12.065
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M09	14.976
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M08	25.102
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M07	18.213
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M06	16.610
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M05	17.486
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M04	17.671
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M03	13.321
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M02	13.004
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2014M01	12.047
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M12	16.732
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M11	14.736
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M10	14.873
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M09	14.393
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M08	22.522
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M07	18.884
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M06	16.901
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M05	13.638
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M04	11.587
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M03	20.372
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M02	11.864
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2013M01	10.697
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M12	19.644
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M11	15.523
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M10	17.378
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M09	17.186
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M08	26.124
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M07	22.593
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M06	18.696
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M05	15.509
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M04	24.941
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M03	18.056
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M02	15.922
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2012M01	13.415
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M12	18.529
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M11	15.474
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M10	18.828
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M09	18.531
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M08	28.503
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M07	19.403
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M06	16.621
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M05	15.859
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M04	17.380
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M03	13.517
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M02	15.089
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2011M01	12.007
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M12	23.336
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M11	13.859
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M10	18.794
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M09	14.154
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M08	24.861
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M07	17.301
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M06	15.308
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M05	12.591
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M04	13.514
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M03	13.992
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M02	14.519
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2010M01	10.121
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M12	20.422
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M11	15.214
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M10	17.567
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M09	15.015
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M08	24.785
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M07	17.616
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M06	12.884
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M05	14.162
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M04	16.802
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M03	14.904
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M02	12.260
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2009M01	9.341
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M12	18.506
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M11	17.030
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M10	15.850
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M09	14.004
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M08	20.877
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M07	18.850
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M06	13.975
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M05	15.756
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M04	14.352
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M03	22.172
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M02	15.964
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2008M01	12.991
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M12	19.410
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M11	19.966
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M10	16.520
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M09	14.027
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M08	22.605
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M07	19.755
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M06	15.395
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M05	15.587
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M04	24.226
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M03	17.625
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M02	15.514
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2007M01	13.210
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M12	21.737
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M11	15.882
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M10	18.680
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M09	13.383
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M08	18.149
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M07	16.498
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M06	12.909
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M05	14.284
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M04	21.526
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M03	14.339
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M02	11.017
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2006M01	10.558
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M12	13.563
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M11	11.015
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M10	12.761
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M09	9.477
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M08	16.175
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M07	11.535
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M06	8.068
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M05	8.797
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M04	6.857
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M03	12.862
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M02	9.057
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2005M01	8.134
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M12	12.855
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M11	10.203
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M10	12.140
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M09	7.286
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M08	10.439
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M07	11.059
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M06	8.403
National Total	13 Madrid, Comunidad de	Overnight stays	Total	Residents in Spain	2004M05	8.275
