Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2020M04	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2020M03	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2020M02	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2020M01	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2019M12	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2019M11	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2019M10	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2019M09	1.458
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2019M08	1.543
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2019M07	1.316
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2019M06	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2019M05	1.083
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2019M04	1.202
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2019M03	924
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2019M02	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2019M01	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2018M12	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2018M11	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2018M10	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2018M09	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2018M08	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2018M07	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2018M06	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2018M05	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2018M04	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2018M03	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2018M02	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2018M01	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2017M12	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2017M11	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2017M10	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2017M09	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2017M08	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2017M07	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2017M06	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2017M05	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2017M04	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2017M03	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2017M02	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2017M01	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2016M12	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2016M11	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2016M10	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2016M09	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2016M08	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2016M07	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2016M06	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2016M05	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2016M04	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2016M03	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2016M02	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2016M01	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2015M12	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2015M11	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2015M10	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2015M09	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2015M08	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2015M07	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2015M06	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2015M05	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2015M04	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2015M03	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2015M02	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2015M01	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2014M12	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2014M11	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2014M10	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2014M09	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2014M08	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2014M07	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2014M06	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2014M05	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2014M04	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2014M03	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2014M02	.
National Total	04 Balears, Illes	Guests	Total	Residents abroad	2014M01	.
National Total	04 Balears, Illes	Overnight stays	Total		2025M09	14.635
National Total	04 Balears, Illes	Overnight stays	Total		2025M08	13.024
National Total	04 Balears, Illes	Overnight stays	Total		2025M07	19.757
National Total	04 Balears, Illes	Overnight stays	Total		2025M06	.
National Total	04 Balears, Illes	Overnight stays	Total		2025M05	14.851
National Total	04 Balears, Illes	Overnight stays	Total		2025M04	.
National Total	04 Balears, Illes	Overnight stays	Total		2025M03	.
National Total	04 Balears, Illes	Overnight stays	Total		2025M02	.
National Total	04 Balears, Illes	Overnight stays	Total		2025M01	.
National Total	04 Balears, Illes	Overnight stays	Total		2024M12	.
National Total	04 Balears, Illes	Overnight stays	Total		2024M11	.
National Total	04 Balears, Illes	Overnight stays	Total		2024M10	.
National Total	04 Balears, Illes	Overnight stays	Total		2024M09	.
National Total	04 Balears, Illes	Overnight stays	Total		2024M08	.
National Total	04 Balears, Illes	Overnight stays	Total		2024M07	.
National Total	04 Balears, Illes	Overnight stays	Total		2024M06	.
National Total	04 Balears, Illes	Overnight stays	Total		2024M05	.
National Total	04 Balears, Illes	Overnight stays	Total		2024M04	13.165
National Total	04 Balears, Illes	Overnight stays	Total		2024M03	7.814
National Total	04 Balears, Illes	Overnight stays	Total		2024M02	4.499
National Total	04 Balears, Illes	Overnight stays	Total		2024M01	.
National Total	04 Balears, Illes	Overnight stays	Total		2023M12	2.396
National Total	04 Balears, Illes	Overnight stays	Total		2023M11	4.353
National Total	04 Balears, Illes	Overnight stays	Total		2023M10	14.201
National Total	04 Balears, Illes	Overnight stays	Total		2023M09	.
National Total	04 Balears, Illes	Overnight stays	Total		2023M08	.
National Total	04 Balears, Illes	Overnight stays	Total		2023M07	.
National Total	04 Balears, Illes	Overnight stays	Total		2023M06	.
National Total	04 Balears, Illes	Overnight stays	Total		2023M05	15.984
National Total	04 Balears, Illes	Overnight stays	Total		2023M04	.
National Total	04 Balears, Illes	Overnight stays	Total		2023M03	6.221
National Total	04 Balears, Illes	Overnight stays	Total		2023M02	.
National Total	04 Balears, Illes	Overnight stays	Total		2023M01	.
National Total	04 Balears, Illes	Overnight stays	Total		2022M12	.
National Total	04 Balears, Illes	Overnight stays	Total		2022M11	.
National Total	04 Balears, Illes	Overnight stays	Total		2022M10	.
National Total	04 Balears, Illes	Overnight stays	Total		2022M09	.
National Total	04 Balears, Illes	Overnight stays	Total		2022M08	.
National Total	04 Balears, Illes	Overnight stays	Total		2022M07	.
National Total	04 Balears, Illes	Overnight stays	Total		2022M06	.
National Total	04 Balears, Illes	Overnight stays	Total		2022M05	.
National Total	04 Balears, Illes	Overnight stays	Total		2022M04	.
National Total	04 Balears, Illes	Overnight stays	Total		2022M03	.
National Total	04 Balears, Illes	Overnight stays	Total		2022M02	.
National Total	04 Balears, Illes	Overnight stays	Total		2022M01	.
National Total	04 Balears, Illes	Overnight stays	Total		2021M12	.
National Total	04 Balears, Illes	Overnight stays	Total		2021M11	.
National Total	04 Balears, Illes	Overnight stays	Total		2021M10	.
National Total	04 Balears, Illes	Overnight stays	Total		2021M09	5.287
National Total	04 Balears, Illes	Overnight stays	Total		2021M08	6.506
National Total	04 Balears, Illes	Overnight stays	Total		2021M07	6.025
National Total	04 Balears, Illes	Overnight stays	Total		2021M06	2.962
National Total	04 Balears, Illes	Overnight stays	Total		2021M05	.
National Total	04 Balears, Illes	Overnight stays	Total		2021M04	.
National Total	04 Balears, Illes	Overnight stays	Total		2021M03	.
National Total	04 Balears, Illes	Overnight stays	Total		2021M02	.
National Total	04 Balears, Illes	Overnight stays	Total		2021M01	.
National Total	04 Balears, Illes	Overnight stays	Total		2020M12	.
National Total	04 Balears, Illes	Overnight stays	Total		2020M11	.
National Total	04 Balears, Illes	Overnight stays	Total		2020M10	.
National Total	04 Balears, Illes	Overnight stays	Total		2020M09	506
National Total	04 Balears, Illes	Overnight stays	Total		2020M08	2.215
National Total	04 Balears, Illes	Overnight stays	Total		2020M07	.
National Total	04 Balears, Illes	Overnight stays	Total		2020M06	.
National Total	04 Balears, Illes	Overnight stays	Total		2020M05	.
National Total	04 Balears, Illes	Overnight stays	Total		2020M04	.
National Total	04 Balears, Illes	Overnight stays	Total		2020M03	.
National Total	04 Balears, Illes	Overnight stays	Total		2020M02	.
National Total	04 Balears, Illes	Overnight stays	Total		2020M01	.
National Total	04 Balears, Illes	Overnight stays	Total		2019M12	.
National Total	04 Balears, Illes	Overnight stays	Total		2019M11	.
National Total	04 Balears, Illes	Overnight stays	Total		2019M10	.
National Total	04 Balears, Illes	Overnight stays	Total		2019M09	5.871
National Total	04 Balears, Illes	Overnight stays	Total		2019M08	7.605
National Total	04 Balears, Illes	Overnight stays	Total		2019M07	6.637
National Total	04 Balears, Illes	Overnight stays	Total		2019M06	.
National Total	04 Balears, Illes	Overnight stays	Total		2019M05	7.433
National Total	04 Balears, Illes	Overnight stays	Total		2019M04	5.484
National Total	04 Balears, Illes	Overnight stays	Total		2019M03	4.340
National Total	04 Balears, Illes	Overnight stays	Total		2019M02	.
National Total	04 Balears, Illes	Overnight stays	Total		2019M01	.
National Total	04 Balears, Illes	Overnight stays	Total		2018M12	.
National Total	04 Balears, Illes	Overnight stays	Total		2018M11	.
National Total	04 Balears, Illes	Overnight stays	Total		2018M10	.
National Total	04 Balears, Illes	Overnight stays	Total		2018M09	.
National Total	04 Balears, Illes	Overnight stays	Total		2018M08	.
National Total	04 Balears, Illes	Overnight stays	Total		2018M07	.
National Total	04 Balears, Illes	Overnight stays	Total		2018M06	.
National Total	04 Balears, Illes	Overnight stays	Total		2018M05	.
National Total	04 Balears, Illes	Overnight stays	Total		2018M04	.
National Total	04 Balears, Illes	Overnight stays	Total		2018M03	.
National Total	04 Balears, Illes	Overnight stays	Total		2018M02	.
National Total	04 Balears, Illes	Overnight stays	Total		2018M01	.
National Total	04 Balears, Illes	Overnight stays	Total		2017M12	.
National Total	04 Balears, Illes	Overnight stays	Total		2017M11	.
National Total	04 Balears, Illes	Overnight stays	Total		2017M10	.
National Total	04 Balears, Illes	Overnight stays	Total		2017M09	.
National Total	04 Balears, Illes	Overnight stays	Total		2017M08	.
National Total	04 Balears, Illes	Overnight stays	Total		2017M07	.
National Total	04 Balears, Illes	Overnight stays	Total		2017M06	.
National Total	04 Balears, Illes	Overnight stays	Total		2017M05	.
National Total	04 Balears, Illes	Overnight stays	Total		2017M04	.
National Total	04 Balears, Illes	Overnight stays	Total		2017M03	.
National Total	04 Balears, Illes	Overnight stays	Total		2017M02	.
National Total	04 Balears, Illes	Overnight stays	Total		2017M01	.
National Total	04 Balears, Illes	Overnight stays	Total		2016M12	.
National Total	04 Balears, Illes	Overnight stays	Total		2016M11	.
National Total	04 Balears, Illes	Overnight stays	Total		2016M10	.
National Total	04 Balears, Illes	Overnight stays	Total		2016M09	.
National Total	04 Balears, Illes	Overnight stays	Total		2016M08	.
National Total	04 Balears, Illes	Overnight stays	Total		2016M07	.
National Total	04 Balears, Illes	Overnight stays	Total		2016M06	.
National Total	04 Balears, Illes	Overnight stays	Total		2016M05	.
National Total	04 Balears, Illes	Overnight stays	Total		2016M04	.
National Total	04 Balears, Illes	Overnight stays	Total		2016M03	.
National Total	04 Balears, Illes	Overnight stays	Total		2016M02	.
National Total	04 Balears, Illes	Overnight stays	Total		2016M01	.
National Total	04 Balears, Illes	Overnight stays	Total		2015M12	.
National Total	04 Balears, Illes	Overnight stays	Total		2015M11	.
National Total	04 Balears, Illes	Overnight stays	Total		2015M10	.
National Total	04 Balears, Illes	Overnight stays	Total		2015M09	.
National Total	04 Balears, Illes	Overnight stays	Total		2015M08	.
National Total	04 Balears, Illes	Overnight stays	Total		2015M07	.
National Total	04 Balears, Illes	Overnight stays	Total		2015M06	.
National Total	04 Balears, Illes	Overnight stays	Total		2015M05	.
National Total	04 Balears, Illes	Overnight stays	Total		2015M04	.
National Total	04 Balears, Illes	Overnight stays	Total		2015M03	.
National Total	04 Balears, Illes	Overnight stays	Total		2015M02	.
National Total	04 Balears, Illes	Overnight stays	Total		2015M01	.
National Total	04 Balears, Illes	Overnight stays	Total		2014M12	.
National Total	04 Balears, Illes	Overnight stays	Total		2014M11	.
National Total	04 Balears, Illes	Overnight stays	Total		2014M10	.
National Total	04 Balears, Illes	Overnight stays	Total		2014M09	.
National Total	04 Balears, Illes	Overnight stays	Total		2014M08	.
National Total	04 Balears, Illes	Overnight stays	Total		2014M07	.
National Total	04 Balears, Illes	Overnight stays	Total		2014M06	.
National Total	04 Balears, Illes	Overnight stays	Total		2014M05	.
National Total	04 Balears, Illes	Overnight stays	Total		2014M04	.
National Total	04 Balears, Illes	Overnight stays	Total		2014M03	.
National Total	04 Balears, Illes	Overnight stays	Total		2014M02	.
National Total	04 Balears, Illes	Overnight stays	Total		2014M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2025M09	3.219
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2025M08	6.400
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2025M07	5.346
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2025M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2025M05	3.083
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2025M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2025M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2025M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2025M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2024M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2024M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2024M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2024M09	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2024M08	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2024M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2024M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2024M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2024M04	2.129
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2024M03	2.596
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2024M02	1.901
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2024M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2023M12	883
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2023M11	1.135
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2023M10	3.149
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2023M09	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2023M08	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2023M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2023M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2023M05	5.949
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2023M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2023M03	1.569
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2023M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2023M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2022M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2022M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2022M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2022M09	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2022M08	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2022M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2022M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2022M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2022M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2022M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2022M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2022M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2021M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2021M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2021M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2021M09	757
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2021M08	1.587
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2021M07	1.804
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2021M06	569
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2021M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2021M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2021M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2021M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2021M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2020M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2020M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2020M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2020M09	302
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2020M08	667
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2020M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2020M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2020M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2020M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2020M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2020M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2020M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2019M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2019M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2019M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2019M09	953
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2019M08	1.744
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2019M07	1.317
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2019M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2019M05	4.086
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2019M04	2.027
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2019M03	2.473
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2019M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2019M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2018M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2018M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2018M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2018M09	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2018M08	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2018M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2018M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2018M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2018M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2018M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2018M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2018M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2017M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2017M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2017M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2017M09	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2017M08	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2017M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2017M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2017M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2017M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2017M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2017M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2017M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2016M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2016M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2016M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2016M09	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2016M08	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2016M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2016M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2016M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2016M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2016M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2016M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2016M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2015M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2015M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2015M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2015M09	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2015M08	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2015M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2015M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2015M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2015M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2015M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2015M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2015M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2014M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2014M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2014M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2014M09	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2014M08	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2014M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2014M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2014M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2014M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2014M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2014M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents in Spain	2014M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2025M09	11.415
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2025M08	6.624
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2025M07	14.411
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2025M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2025M05	11.768
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2025M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2025M03	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2025M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2025M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2024M12	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2024M11	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2024M10	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2024M09	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2024M08	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2024M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2024M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2024M05	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2024M04	11.036
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2024M03	5.218
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2024M02	2.597
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2024M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2023M12	1.512
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2023M11	3.218
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2023M10	11.053
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2023M09	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2023M08	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2023M07	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2023M06	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2023M05	10.035
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2023M04	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2023M03	4.652
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2023M02	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2023M01	.
National Total	04 Balears, Illes	Overnight stays	Total	Residents abroad	2022M12	.
