Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2017M03	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2017M02	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2017M01	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2016M12	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2016M11	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2016M10	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2016M09	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2016M08	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2016M07	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2016M06	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2016M05	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2016M04	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2016M03	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2016M02	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2016M01	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2015M12	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2015M11	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2015M10	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2015M09	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2015M08	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2015M07	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2015M06	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2015M05	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2015M04	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2015M03	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2015M02	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2015M01	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2014M12	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2014M11	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2014M10	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2014M09	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2014M08	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2014M07	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2014M06	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2014M05	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2014M04	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2014M03	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2014M02	.
National Total	14 Murcia, Región de	Guests	Total	Residents in Spain	2014M01	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2025M09	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2025M08	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2025M07	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2025M06	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2025M05	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2025M04	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2025M03	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2025M02	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2025M01	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2024M12	224
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2024M11	360
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2024M10	549
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2024M09	576
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2024M08	695
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2024M07	457
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2024M06	589
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2024M05	729
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2024M04	540
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2024M03	767
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2024M02	361
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2024M01	438
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2023M12	459
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2023M11	512
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2023M10	778
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2023M09	554
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2023M08	956
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2023M07	805
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2023M06	721
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2023M05	538
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2023M04	550
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2023M03	479
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2023M02	537
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2023M01	334
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2022M12	343
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2022M11	308
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2022M10	631
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2022M09	510
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2022M08	817
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2022M07	452
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2022M06	452
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2022M05	475
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2022M04	375
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2022M03	289
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2022M02	220
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2022M01	226
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2021M12	273
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2021M11	245
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2021M10	255
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2021M09	326
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2021M08	466
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2021M07	327
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2021M06	153
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2021M05	66
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2021M04	12
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2021M03	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2021M02	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2021M01	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2020M12	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2020M11	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2020M10	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2020M09	111
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2020M08	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2020M07	170
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2020M06	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2020M05	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2020M04	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2020M03	77
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2020M02	216
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2020M01	196
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2019M12	189
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2019M11	139
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2019M10	375
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2019M09	379
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2019M08	641
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2019M07	347
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2019M06	337
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2019M05	415
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2019M04	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2019M03	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2019M02	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2019M01	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2018M12	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2018M11	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2018M10	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2018M09	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2018M08	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2018M07	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2018M06	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2018M05	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2018M04	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2018M03	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2018M02	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2018M01	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2017M12	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2017M11	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2017M10	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2017M09	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2017M08	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2017M07	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2017M06	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2017M05	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2017M04	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2017M03	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2017M02	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2017M01	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2016M12	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2016M11	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2016M10	.
National Total	14 Murcia, Región de	Guests	Total	Residents abroad	2016M09	.
