Provinces	Travellers and overnight stays	Residence	Periodo	Total
29 Málaga	Overnight stays	Residents in Spain	2015M09	111.633
29 Málaga	Overnight stays	Residents in Spain	2015M08	264.288
29 Málaga	Overnight stays	Residents in Spain	2015M07	176.924
29 Málaga	Overnight stays	Residents in Spain	2015M06	89.292
29 Málaga	Overnight stays	Residents in Spain	2015M05	59.366
29 Málaga	Overnight stays	Residents in Spain	2015M04	75.200
29 Málaga	Overnight stays	Residents in Spain	2015M03	47.168
29 Málaga	Overnight stays	Residents in Spain	2015M02	33.183
29 Málaga	Overnight stays	Residents in Spain	2015M01	35.340
29 Málaga	Overnight stays	Residents in Spain	2014M12	44.385
29 Málaga	Overnight stays	Residents in Spain	2014M11	25.005
29 Málaga	Overnight stays	Residents in Spain	2014M10	35.761
29 Málaga	Overnight stays	Residents in Spain	2014M09	89.954
29 Málaga	Overnight stays	Residents in Spain	2014M08	255.805
29 Málaga	Overnight stays	Residents in Spain	2014M07	164.224
29 Málaga	Overnight stays	Residents in Spain	2014M06	73.867
29 Málaga	Overnight stays	Residents in Spain	2014M05	52.922
29 Málaga	Overnight stays	Residents in Spain	2014M04	76.247
29 Málaga	Overnight stays	Residents in Spain	2014M03	33.380
29 Málaga	Overnight stays	Residents in Spain	2014M02	28.385
29 Málaga	Overnight stays	Residents in Spain	2014M01	22.489
29 Málaga	Overnight stays	Residents in Spain	2013M12	34.911
29 Málaga	Overnight stays	Residents in Spain	2013M11	18.423
29 Málaga	Overnight stays	Residents in Spain	2013M10	26.540
29 Málaga	Overnight stays	Residents in Spain	2013M09	104.267
29 Málaga	Overnight stays	Residents in Spain	2013M08	228.436
29 Málaga	Overnight stays	Residents in Spain	2013M07	163.481
29 Málaga	Overnight stays	Residents in Spain	2013M06	86.294
29 Málaga	Overnight stays	Residents in Spain	2013M05	47.335
29 Málaga	Overnight stays	Residents in Spain	2013M04	34.130
29 Málaga	Overnight stays	Residents in Spain	2013M03	58.352
29 Málaga	Overnight stays	Residents in Spain	2013M02	19.822
29 Málaga	Overnight stays	Residents in Spain	2013M01	18.191
29 Málaga	Overnight stays	Residents in Spain	2012M12	25.027
29 Málaga	Overnight stays	Residents in Spain	2012M11	16.313
29 Málaga	Overnight stays	Residents in Spain	2012M10	34.051
29 Málaga	Overnight stays	Residents in Spain	2012M09	109.492
29 Málaga	Overnight stays	Residents in Spain	2012M08	266.956
29 Málaga	Overnight stays	Residents in Spain	2012M07	198.766
29 Málaga	Overnight stays	Residents in Spain	2012M06	94.536
29 Málaga	Overnight stays	Residents in Spain	2012M05	41.160
29 Málaga	Overnight stays	Residents in Spain	2012M04	59.478
29 Málaga	Overnight stays	Residents in Spain	2012M03	27.302
29 Málaga	Overnight stays	Residents in Spain	2012M02	20.399
29 Málaga	Overnight stays	Residents in Spain	2012M01	18.615
29 Málaga	Overnight stays	Residents in Spain	2011M12	27.666
29 Málaga	Overnight stays	Residents in Spain	2011M11	17.492
29 Málaga	Overnight stays	Residents in Spain	2011M10	28.809
29 Málaga	Overnight stays	Residents in Spain	2011M09	106.461
29 Málaga	Overnight stays	Residents in Spain	2011M08	280.635
29 Málaga	Overnight stays	Residents in Spain	2011M07	161.875
29 Málaga	Overnight stays	Residents in Spain	2011M06	80.876
29 Málaga	Overnight stays	Residents in Spain	2011M05	45.907
29 Málaga	Overnight stays	Residents in Spain	2011M04	61.082
29 Málaga	Overnight stays	Residents in Spain	2011M03	20.806
29 Málaga	Overnight stays	Residents in Spain	2011M02	22.433
29 Málaga	Overnight stays	Residents in Spain	2011M01	19.696
29 Málaga	Overnight stays	Residents in Spain	2010M12	31.031
29 Málaga	Overnight stays	Residents in Spain	2010M11	21.372
29 Málaga	Overnight stays	Residents in Spain	2010M10	30.737
29 Málaga	Overnight stays	Residents in Spain	2010M09	90.020
29 Málaga	Overnight stays	Residents in Spain	2010M08	268.010
29 Málaga	Overnight stays	Residents in Spain	2010M07	171.326
29 Málaga	Overnight stays	Residents in Spain	2010M06	67.355
29 Málaga	Overnight stays	Residents in Spain	2010M05	37.415
29 Málaga	Overnight stays	Residents in Spain	2010M04	54.518
29 Málaga	Overnight stays	Residents in Spain	2010M03	36.323
29 Málaga	Overnight stays	Residents in Spain	2010M02	20.244
29 Málaga	Overnight stays	Residents in Spain	2010M01	13.266
29 Málaga	Overnight stays	Residents in Spain	2009M12	28.871
29 Málaga	Overnight stays	Residents in Spain	2009M11	22.473
29 Málaga	Overnight stays	Residents in Spain	2009M10	32.958
29 Málaga	Overnight stays	Residents in Spain	2009M09	75.745
29 Málaga	Overnight stays	Residents in Spain	2009M08	192.684
29 Málaga	Overnight stays	Residents in Spain	2009M07	129.706
29 Málaga	Overnight stays	Residents in Spain	2009M06	55.536
29 Málaga	Overnight stays	Residents in Spain	2009M05	41.791
29 Málaga	Overnight stays	Residents in Spain	2009M04	44.418
29 Málaga	Overnight stays	Residents in Spain	2009M03	23.041
29 Málaga	Overnight stays	Residents in Spain	2009M02	21.062
29 Málaga	Overnight stays	Residents in Spain	2009M01	18.590
29 Málaga	Overnight stays	Residents in Spain	2008M12	21.695
29 Málaga	Overnight stays	Residents in Spain	2008M11	14.705
29 Málaga	Overnight stays	Residents in Spain	2008M10	24.809
29 Málaga	Overnight stays	Residents in Spain	2008M09	71.650
29 Málaga	Overnight stays	Residents in Spain	2008M08	205.317
29 Málaga	Overnight stays	Residents in Spain	2008M07	138.217
29 Málaga	Overnight stays	Residents in Spain	2008M06	62.966
29 Málaga	Overnight stays	Residents in Spain	2008M05	39.311
29 Málaga	Overnight stays	Residents in Spain	2008M04	23.858
29 Málaga	Overnight stays	Residents in Spain	2008M03	47.651
29 Málaga	Overnight stays	Residents in Spain	2008M02	18.745
29 Málaga	Overnight stays	Residents in Spain	2008M01	16.927
29 Málaga	Overnight stays	Residents in Spain	2007M12	26.307
29 Málaga	Overnight stays	Residents in Spain	2007M11	19.412
29 Málaga	Overnight stays	Residents in Spain	2007M10	31.972
29 Málaga	Overnight stays	Residents in Spain	2007M09	78.084
29 Málaga	Overnight stays	Residents in Spain	2007M08	185.299
29 Málaga	Overnight stays	Residents in Spain	2007M07	126.052
29 Málaga	Overnight stays	Residents in Spain	2007M06	61.938
29 Málaga	Overnight stays	Residents in Spain	2007M05	35.937
29 Málaga	Overnight stays	Residents in Spain	2007M04	50.700
29 Málaga	Overnight stays	Residents in Spain	2007M03	24.420
29 Málaga	Overnight stays	Residents in Spain	2007M02	22.031
29 Málaga	Overnight stays	Residents in Spain	2007M01	20.452
29 Málaga	Overnight stays	Residents in Spain	2006M12	33.840
29 Málaga	Overnight stays	Residents in Spain	2006M11	14.166
29 Málaga	Overnight stays	Residents in Spain	2006M10	26.543
29 Málaga	Overnight stays	Residents in Spain	2006M09	61.882
29 Málaga	Overnight stays	Residents in Spain	2006M08	167.149
29 Málaga	Overnight stays	Residents in Spain	2006M07	107.891
29 Málaga	Overnight stays	Residents in Spain	2006M06	52.983
29 Málaga	Overnight stays	Residents in Spain	2006M05	28.972
29 Málaga	Overnight stays	Residents in Spain	2006M04	59.208
29 Málaga	Overnight stays	Residents in Spain	2006M03	17.427
29 Málaga	Overnight stays	Residents in Spain	2006M02	16.064
29 Málaga	Overnight stays	Residents in Spain	2006M01	15.945
29 Málaga	Overnight stays	Residents in Spain	2005M12	24.372
29 Málaga	Overnight stays	Residents in Spain	2005M11	16.971
29 Málaga	Overnight stays	Residents in Spain	2005M10	22.900
29 Málaga	Overnight stays	Residents in Spain	2005M09	59.603
29 Málaga	Overnight stays	Residents in Spain	2005M08	164.854
29 Málaga	Overnight stays	Residents in Spain	2005M07	110.211
29 Málaga	Overnight stays	Residents in Spain	2005M06	51.396
29 Málaga	Overnight stays	Residents in Spain	2005M05	29.661
29 Málaga	Overnight stays	Residents in Spain	2005M04	20.806
29 Málaga	Overnight stays	Residents in Spain	2005M03	35.107
29 Málaga	Overnight stays	Residents in Spain	2005M02	14.083
29 Málaga	Overnight stays	Residents in Spain	2005M01	14.791
29 Málaga	Overnight stays	Residents abroad	2025M08	466.408
29 Málaga	Overnight stays	Residents abroad	2025M07	460.048
29 Málaga	Overnight stays	Residents abroad	2025M06	454.900
29 Málaga	Overnight stays	Residents abroad	2025M05	388.319
29 Málaga	Overnight stays	Residents abroad	2025M04	331.184
29 Málaga	Overnight stays	Residents abroad	2025M03	324.878
29 Málaga	Overnight stays	Residents abroad	2025M02	323.669
29 Málaga	Overnight stays	Residents abroad	2025M01	269.328
29 Málaga	Overnight stays	Residents abroad	2024M12	214.902
29 Málaga	Overnight stays	Residents abroad	2024M11	293.898
29 Málaga	Overnight stays	Residents abroad	2024M10	435.542
29 Málaga	Overnight stays	Residents abroad	2024M09	407.362
29 Málaga	Overnight stays	Residents abroad	2024M08	598.072
29 Málaga	Overnight stays	Residents abroad	2024M07	555.208
29 Málaga	Overnight stays	Residents abroad	2024M06	455.974
29 Málaga	Overnight stays	Residents abroad	2024M05	452.289
29 Málaga	Overnight stays	Residents abroad	2024M04	389.088
29 Málaga	Overnight stays	Residents abroad	2024M03	351.129
29 Málaga	Overnight stays	Residents abroad	2024M02	343.608
29 Málaga	Overnight stays	Residents abroad	2024M01	302.258
29 Málaga	Overnight stays	Residents abroad	2023M12	261.362
29 Málaga	Overnight stays	Residents abroad	2023M11	290.597
29 Málaga	Overnight stays	Residents abroad	2023M10	435.992
29 Málaga	Overnight stays	Residents abroad	2023M09	433.943
29 Málaga	Overnight stays	Residents abroad	2023M08	510.355
29 Málaga	Overnight stays	Residents abroad	2023M07	510.123
29 Málaga	Overnight stays	Residents abroad	2023M06	385.582
29 Málaga	Overnight stays	Residents abroad	2023M05	398.627
29 Málaga	Overnight stays	Residents abroad	2023M04	336.257
29 Málaga	Overnight stays	Residents abroad	2023M03	319.090
29 Málaga	Overnight stays	Residents abroad	2023M02	298.787
29 Málaga	Overnight stays	Residents abroad	2023M01	250.193
29 Málaga	Overnight stays	Residents abroad	2022M12	207.742
29 Málaga	Overnight stays	Residents abroad	2022M11	263.916
29 Málaga	Overnight stays	Residents abroad	2022M10	408.408
29 Málaga	Overnight stays	Residents abroad	2022M09	397.367
29 Málaga	Overnight stays	Residents abroad	2022M08	499.258
29 Málaga	Overnight stays	Residents abroad	2022M07	527.533
29 Málaga	Overnight stays	Residents abroad	2022M06	430.956
29 Málaga	Overnight stays	Residents abroad	2022M05	419.588
29 Málaga	Overnight stays	Residents abroad	2022M04	324.692
29 Málaga	Overnight stays	Residents abroad	2022M03	271.986
29 Málaga	Overnight stays	Residents abroad	2022M02	211.555
29 Málaga	Overnight stays	Residents abroad	2022M01	150.907
29 Málaga	Overnight stays	Residents abroad	2021M12	152.235
29 Málaga	Overnight stays	Residents abroad	2021M11	231.096
29 Málaga	Overnight stays	Residents abroad	2021M10	341.082
29 Málaga	Overnight stays	Residents abroad	2021M09	279.853
29 Málaga	Overnight stays	Residents abroad	2021M08	325.857
29 Málaga	Overnight stays	Residents abroad	2021M07	233.421
29 Málaga	Overnight stays	Residents abroad	2021M06	104.795
29 Málaga	Overnight stays	Residents abroad	2021M05	55.492
29 Málaga	Overnight stays	Residents abroad	2021M04	33.188
29 Málaga	Overnight stays	Residents abroad	2021M03	31.711
29 Málaga	Overnight stays	Residents abroad	2021M02	19.125
29 Málaga	Overnight stays	Residents abroad	2021M01	23.972
29 Málaga	Overnight stays	Residents abroad	2020M12	25.376
29 Málaga	Overnight stays	Residents abroad	2020M11	18.693
29 Málaga	Overnight stays	Residents abroad	2020M10	46.225
29 Málaga	Overnight stays	Residents abroad	2020M09	62.738
29 Málaga	Overnight stays	Residents abroad	2020M08	160.684
29 Málaga	Overnight stays	Residents abroad	2020M07	89.255
29 Málaga	Overnight stays	Residents abroad	2020M06	3.257
29 Málaga	Overnight stays	Residents abroad	2020M05	.
29 Málaga	Overnight stays	Residents abroad	2020M04	0
29 Málaga	Overnight stays	Residents abroad	2020M03	153.159
29 Málaga	Overnight stays	Residents abroad	2020M02	310.169
29 Málaga	Overnight stays	Residents abroad	2020M01	254.323
29 Málaga	Overnight stays	Residents abroad	2019M12	240.842
29 Málaga	Overnight stays	Residents abroad	2019M11	295.461
29 Málaga	Overnight stays	Residents abroad	2019M10	525.897
29 Málaga	Overnight stays	Residents abroad	2019M09	523.376
29 Málaga	Overnight stays	Residents abroad	2019M08	635.630
29 Málaga	Overnight stays	Residents abroad	2019M07	629.618
29 Málaga	Overnight stays	Residents abroad	2019M06	550.792
29 Málaga	Overnight stays	Residents abroad	2019M05	492.667
29 Málaga	Overnight stays	Residents abroad	2019M04	470.335
29 Málaga	Overnight stays	Residents abroad	2019M03	378.624
29 Málaga	Overnight stays	Residents abroad	2019M02	311.399
29 Málaga	Overnight stays	Residents abroad	2019M01	268.491
29 Málaga	Overnight stays	Residents abroad	2018M12	237.993
29 Málaga	Overnight stays	Residents abroad	2018M11	289.234
29 Málaga	Overnight stays	Residents abroad	2018M10	520.577
29 Málaga	Overnight stays	Residents abroad	2018M09	507.719
29 Málaga	Overnight stays	Residents abroad	2018M08	624.927
29 Málaga	Overnight stays	Residents abroad	2018M07	620.089
29 Málaga	Overnight stays	Residents abroad	2018M06	530.593
29 Málaga	Overnight stays	Residents abroad	2018M05	517.437
29 Málaga	Overnight stays	Residents abroad	2018M04	487.311
29 Málaga	Overnight stays	Residents abroad	2018M03	365.770
29 Málaga	Overnight stays	Residents abroad	2018M02	323.537
29 Málaga	Overnight stays	Residents abroad	2018M01	270.358
29 Málaga	Overnight stays	Residents abroad	2017M12	246.496
29 Málaga	Overnight stays	Residents abroad	2017M11	323.650
29 Málaga	Overnight stays	Residents abroad	2017M10	539.198
29 Málaga	Overnight stays	Residents abroad	2017M09	521.709
29 Málaga	Overnight stays	Residents abroad	2017M08	624.218
29 Málaga	Overnight stays	Residents abroad	2017M07	644.836
29 Málaga	Overnight stays	Residents abroad	2017M06	573.807
29 Málaga	Overnight stays	Residents abroad	2017M05	527.292
29 Málaga	Overnight stays	Residents abroad	2017M04	505.676
29 Málaga	Overnight stays	Residents abroad	2017M03	389.637
29 Málaga	Overnight stays	Residents abroad	2017M02	338.442
29 Málaga	Overnight stays	Residents abroad	2017M01	292.053
29 Málaga	Overnight stays	Residents abroad	2016M12	248.277
29 Málaga	Overnight stays	Residents abroad	2016M11	312.872
29 Málaga	Overnight stays	Residents abroad	2016M10	527.812
29 Málaga	Overnight stays	Residents abroad	2016M09	496.022
29 Málaga	Overnight stays	Residents abroad	2016M08	578.724
29 Málaga	Overnight stays	Residents abroad	2016M07	590.474
29 Málaga	Overnight stays	Residents abroad	2016M06	535.511
29 Málaga	Overnight stays	Residents abroad	2016M05	471.103
29 Málaga	Overnight stays	Residents abroad	2016M04	443.751
29 Málaga	Overnight stays	Residents abroad	2016M03	355.553
29 Málaga	Overnight stays	Residents abroad	2016M02	325.328
29 Málaga	Overnight stays	Residents abroad	2016M01	244.540
29 Málaga	Overnight stays	Residents abroad	2015M12	213.659
29 Málaga	Overnight stays	Residents abroad	2015M11	282.987
29 Málaga	Overnight stays	Residents abroad	2015M10	498.243
29 Málaga	Overnight stays	Residents abroad	2015M09	514.580
29 Málaga	Overnight stays	Residents abroad	2015M08	601.559
29 Málaga	Overnight stays	Residents abroad	2015M07	590.472
29 Málaga	Overnight stays	Residents abroad	2015M06	480.438
29 Málaga	Overnight stays	Residents abroad	2015M05	469.794
29 Málaga	Overnight stays	Residents abroad	2015M04	415.492
29 Málaga	Overnight stays	Residents abroad	2015M03	315.409
29 Málaga	Overnight stays	Residents abroad	2015M02	245.143
29 Málaga	Overnight stays	Residents abroad	2015M01	198.243
29 Málaga	Overnight stays	Residents abroad	2014M12	178.021
29 Málaga	Overnight stays	Residents abroad	2014M11	242.531
29 Málaga	Overnight stays	Residents abroad	2014M10	446.123
29 Málaga	Overnight stays	Residents abroad	2014M09	424.714
29 Málaga	Overnight stays	Residents abroad	2014M08	507.990
29 Málaga	Overnight stays	Residents abroad	2014M07	495.759
29 Málaga	Overnight stays	Residents abroad	2014M06	452.122
29 Málaga	Overnight stays	Residents abroad	2014M05	401.332
29 Málaga	Overnight stays	Residents abroad	2014M04	378.625
29 Málaga	Overnight stays	Residents abroad	2014M03	283.426
29 Málaga	Overnight stays	Residents abroad	2014M02	231.332
29 Málaga	Overnight stays	Residents abroad	2014M01	174.500
29 Málaga	Overnight stays	Residents abroad	2013M12	150.897
29 Málaga	Overnight stays	Residents abroad	2013M11	186.847
29 Málaga	Overnight stays	Residents abroad	2013M10	361.961
29 Málaga	Overnight stays	Residents abroad	2013M09	376.572
29 Málaga	Overnight stays	Residents abroad	2013M08	463.172
29 Málaga	Overnight stays	Residents abroad	2013M07	461.515
29 Málaga	Overnight stays	Residents abroad	2013M06	400.612
29 Málaga	Overnight stays	Residents abroad	2013M05	344.932
29 Málaga	Overnight stays	Residents abroad	2013M04	286.966
29 Málaga	Overnight stays	Residents abroad	2013M03	238.636
29 Málaga	Overnight stays	Residents abroad	2013M02	174.718
29 Málaga	Overnight stays	Residents abroad	2013M01	122.886
29 Málaga	Overnight stays	Residents abroad	2012M12	119.460
29 Málaga	Overnight stays	Residents abroad	2012M11	181.771
29 Málaga	Overnight stays	Residents abroad	2012M10	359.309
29 Málaga	Overnight stays	Residents abroad	2012M09	377.599
29 Málaga	Overnight stays	Residents abroad	2012M08	443.524
29 Málaga	Overnight stays	Residents abroad	2012M07	425.769
29 Málaga	Overnight stays	Residents abroad	2012M06	351.280
29 Málaga	Overnight stays	Residents abroad	2012M05	281.365
29 Málaga	Overnight stays	Residents abroad	2012M04	265.390
29 Málaga	Overnight stays	Residents abroad	2012M03	206.683
29 Málaga	Overnight stays	Residents abroad	2012M02	159.208
29 Málaga	Overnight stays	Residents abroad	2012M01	111.974
29 Málaga	Overnight stays	Residents abroad	2011M12	108.633
29 Málaga	Overnight stays	Residents abroad	2011M11	165.977
29 Málaga	Overnight stays	Residents abroad	2011M10	310.055
29 Málaga	Overnight stays	Residents abroad	2011M09	322.251
29 Málaga	Overnight stays	Residents abroad	2011M08	369.913
29 Málaga	Overnight stays	Residents abroad	2011M07	404.025
29 Málaga	Overnight stays	Residents abroad	2011M06	325.434
29 Málaga	Overnight stays	Residents abroad	2011M05	300.942
29 Málaga	Overnight stays	Residents abroad	2011M04	283.830
29 Málaga	Overnight stays	Residents abroad	2011M03	217.153
29 Málaga	Overnight stays	Residents abroad	2011M02	153.467
29 Málaga	Overnight stays	Residents abroad	2011M01	106.091
29 Málaga	Overnight stays	Residents abroad	2010M12	119.318
29 Málaga	Overnight stays	Residents abroad	2010M11	174.354
29 Málaga	Overnight stays	Residents abroad	2010M10	308.799
29 Málaga	Overnight stays	Residents abroad	2010M09	311.606
29 Málaga	Overnight stays	Residents abroad	2010M08	346.518
