Provinces	Travellers and overnight stays	Residence	Periodo	Total
29 Málaga	Guests	Residents in Spain	2015M08	47.451
29 Málaga	Guests	Residents in Spain	2015M07	37.136
29 Málaga	Guests	Residents in Spain	2015M06	26.631
29 Málaga	Guests	Residents in Spain	2015M05	22.182
29 Málaga	Guests	Residents in Spain	2015M04	19.769
29 Málaga	Guests	Residents in Spain	2015M03	16.112
29 Málaga	Guests	Residents in Spain	2015M02	14.230
29 Málaga	Guests	Residents in Spain	2015M01	11.598
29 Málaga	Guests	Residents in Spain	2014M12	13.933
29 Málaga	Guests	Residents in Spain	2014M11	9.336
29 Málaga	Guests	Residents in Spain	2014M10	11.782
29 Málaga	Guests	Residents in Spain	2014M09	20.645
29 Málaga	Guests	Residents in Spain	2014M08	51.763
29 Málaga	Guests	Residents in Spain	2014M07	34.671
29 Málaga	Guests	Residents in Spain	2014M06	21.925
29 Málaga	Guests	Residents in Spain	2014M05	17.595
29 Málaga	Guests	Residents in Spain	2014M04	21.465
29 Málaga	Guests	Residents in Spain	2014M03	10.832
29 Málaga	Guests	Residents in Spain	2014M02	10.952
29 Málaga	Guests	Residents in Spain	2014M01	6.526
29 Málaga	Guests	Residents in Spain	2013M12	10.919
29 Málaga	Guests	Residents in Spain	2013M11	5.604
29 Málaga	Guests	Residents in Spain	2013M10	6.524
29 Málaga	Guests	Residents in Spain	2013M09	22.353
29 Málaga	Guests	Residents in Spain	2013M08	40.112
29 Málaga	Guests	Residents in Spain	2013M07	32.853
29 Málaga	Guests	Residents in Spain	2013M06	24.662
29 Málaga	Guests	Residents in Spain	2013M05	15.155
29 Málaga	Guests	Residents in Spain	2013M04	9.103
29 Málaga	Guests	Residents in Spain	2013M03	17.417
29 Málaga	Guests	Residents in Spain	2013M02	6.291
29 Málaga	Guests	Residents in Spain	2013M01	4.558
29 Málaga	Guests	Residents in Spain	2012M12	7.827
29 Málaga	Guests	Residents in Spain	2012M11	4.769
29 Málaga	Guests	Residents in Spain	2012M10	8.572
29 Málaga	Guests	Residents in Spain	2012M09	19.978
29 Málaga	Guests	Residents in Spain	2012M08	40.480
29 Málaga	Guests	Residents in Spain	2012M07	32.842
29 Málaga	Guests	Residents in Spain	2012M06	24.840
29 Málaga	Guests	Residents in Spain	2012M05	11.096
29 Málaga	Guests	Residents in Spain	2012M04	14.109
29 Málaga	Guests	Residents in Spain	2012M03	9.279
29 Málaga	Guests	Residents in Spain	2012M02	6.387
29 Málaga	Guests	Residents in Spain	2012M01	4.281
29 Málaga	Guests	Residents in Spain	2011M12	8.281
29 Málaga	Guests	Residents in Spain	2011M11	4.196
29 Málaga	Guests	Residents in Spain	2011M10	8.303
29 Málaga	Guests	Residents in Spain	2011M09	21.311
29 Málaga	Guests	Residents in Spain	2011M08	46.849
29 Málaga	Guests	Residents in Spain	2011M07	31.584
29 Málaga	Guests	Residents in Spain	2011M06	19.632
29 Málaga	Guests	Residents in Spain	2011M05	13.701
29 Málaga	Guests	Residents in Spain	2011M04	18.823
29 Málaga	Guests	Residents in Spain	2011M03	6.621
29 Málaga	Guests	Residents in Spain	2011M02	8.096
29 Málaga	Guests	Residents in Spain	2011M01	5.734
29 Málaga	Guests	Residents in Spain	2010M12	8.685
29 Málaga	Guests	Residents in Spain	2010M11	5.973
29 Málaga	Guests	Residents in Spain	2010M10	8.638
29 Málaga	Guests	Residents in Spain	2010M09	16.815
29 Málaga	Guests	Residents in Spain	2010M08	42.600
29 Málaga	Guests	Residents in Spain	2010M07	32.609
29 Málaga	Guests	Residents in Spain	2010M06	17.029
29 Málaga	Guests	Residents in Spain	2010M05	10.979
29 Málaga	Guests	Residents in Spain	2010M04	12.951
29 Málaga	Guests	Residents in Spain	2010M03	9.984
29 Málaga	Guests	Residents in Spain	2010M02	5.968
29 Málaga	Guests	Residents in Spain	2010M01	3.204
29 Málaga	Guests	Residents in Spain	2009M12	7.724
29 Málaga	Guests	Residents in Spain	2009M11	4.858
29 Málaga	Guests	Residents in Spain	2009M10	9.483
29 Málaga	Guests	Residents in Spain	2009M09	12.291
29 Málaga	Guests	Residents in Spain	2009M08	28.637
29 Málaga	Guests	Residents in Spain	2009M07	21.422
29 Málaga	Guests	Residents in Spain	2009M06	13.866
29 Málaga	Guests	Residents in Spain	2009M05	9.624
29 Málaga	Guests	Residents in Spain	2009M04	10.408
29 Málaga	Guests	Residents in Spain	2009M03	5.904
29 Málaga	Guests	Residents in Spain	2009M02	7.138
29 Málaga	Guests	Residents in Spain	2009M01	4.290
29 Málaga	Guests	Residents in Spain	2008M12	5.952
29 Málaga	Guests	Residents in Spain	2008M11	3.845
29 Málaga	Guests	Residents in Spain	2008M10	6.058
29 Málaga	Guests	Residents in Spain	2008M09	12.360
29 Málaga	Guests	Residents in Spain	2008M08	26.085
29 Málaga	Guests	Residents in Spain	2008M07	19.708
29 Málaga	Guests	Residents in Spain	2008M06	12.977
29 Málaga	Guests	Residents in Spain	2008M05	9.836
29 Málaga	Guests	Residents in Spain	2008M04	6.304
29 Málaga	Guests	Residents in Spain	2008M03	10.250
29 Málaga	Guests	Residents in Spain	2008M02	5.138
29 Málaga	Guests	Residents in Spain	2008M01	3.565
29 Málaga	Guests	Residents in Spain	2007M12	7.856
29 Málaga	Guests	Residents in Spain	2007M11	4.915
29 Málaga	Guests	Residents in Spain	2007M10	8.246
29 Málaga	Guests	Residents in Spain	2007M09	15.175
29 Málaga	Guests	Residents in Spain	2007M08	27.395
29 Málaga	Guests	Residents in Spain	2007M07	21.512
29 Málaga	Guests	Residents in Spain	2007M06	16.300
29 Málaga	Guests	Residents in Spain	2007M05	9.466
29 Málaga	Guests	Residents in Spain	2007M04	12.490
29 Málaga	Guests	Residents in Spain	2007M03	6.412
29 Málaga	Guests	Residents in Spain	2007M02	5.570
29 Málaga	Guests	Residents in Spain	2007M01	3.677
29 Málaga	Guests	Residents in Spain	2006M12	7.978
29 Málaga	Guests	Residents in Spain	2006M11	3.798
29 Málaga	Guests	Residents in Spain	2006M10	6.876
29 Málaga	Guests	Residents in Spain	2006M09	12.050
29 Málaga	Guests	Residents in Spain	2006M08	20.552
29 Málaga	Guests	Residents in Spain	2006M07	15.226
29 Málaga	Guests	Residents in Spain	2006M06	13.276
29 Málaga	Guests	Residents in Spain	2006M05	7.899
29 Málaga	Guests	Residents in Spain	2006M04	14.430
29 Málaga	Guests	Residents in Spain	2006M03	4.502
29 Málaga	Guests	Residents in Spain	2006M02	5.258
29 Málaga	Guests	Residents in Spain	2006M01	3.256
29 Málaga	Guests	Residents in Spain	2005M12	5.671
29 Málaga	Guests	Residents in Spain	2005M11	3.957
29 Málaga	Guests	Residents in Spain	2005M10	5.643
29 Málaga	Guests	Residents in Spain	2005M09	10.498
29 Málaga	Guests	Residents in Spain	2005M08	22.259
29 Málaga	Guests	Residents in Spain	2005M07	16.892
29 Málaga	Guests	Residents in Spain	2005M06	10.535
29 Málaga	Guests	Residents in Spain	2005M05	7.492
29 Málaga	Guests	Residents in Spain	2005M04	6.560
29 Málaga	Guests	Residents in Spain	2005M03	7.248
29 Málaga	Guests	Residents in Spain	2005M02	3.772
29 Málaga	Guests	Residents in Spain	2005M01	3.043
29 Málaga	Guests	Residents abroad	2025M08	80.536
29 Málaga	Guests	Residents abroad	2025M07	93.529
29 Málaga	Guests	Residents abroad	2025M06	92.678
29 Málaga	Guests	Residents abroad	2025M05	87.288
29 Málaga	Guests	Residents abroad	2025M04	73.364
29 Málaga	Guests	Residents abroad	2025M03	74.087
29 Málaga	Guests	Residents abroad	2025M02	68.739
29 Málaga	Guests	Residents abroad	2025M01	49.519
29 Málaga	Guests	Residents abroad	2024M12	43.849
29 Málaga	Guests	Residents abroad	2024M11	56.675
29 Málaga	Guests	Residents abroad	2024M10	85.150
29 Málaga	Guests	Residents abroad	2024M09	87.482
29 Málaga	Guests	Residents abroad	2024M08	108.498
29 Málaga	Guests	Residents abroad	2024M07	97.096
29 Málaga	Guests	Residents abroad	2024M06	97.367
29 Málaga	Guests	Residents abroad	2024M05	91.914
29 Málaga	Guests	Residents abroad	2024M04	81.566
29 Málaga	Guests	Residents abroad	2024M03	62.266
29 Málaga	Guests	Residents abroad	2024M02	61.198
29 Málaga	Guests	Residents abroad	2024M01	52.737
29 Málaga	Guests	Residents abroad	2023M12	51.269
29 Málaga	Guests	Residents abroad	2023M11	51.678
29 Málaga	Guests	Residents abroad	2023M10	78.773
29 Málaga	Guests	Residents abroad	2023M09	86.505
29 Málaga	Guests	Residents abroad	2023M08	93.930
29 Málaga	Guests	Residents abroad	2023M07	90.914
29 Málaga	Guests	Residents abroad	2023M06	72.822
29 Málaga	Guests	Residents abroad	2023M05	81.962
29 Málaga	Guests	Residents abroad	2023M04	69.228
29 Málaga	Guests	Residents abroad	2023M03	53.353
29 Málaga	Guests	Residents abroad	2023M02	45.195
29 Málaga	Guests	Residents abroad	2023M01	37.516
29 Málaga	Guests	Residents abroad	2022M12	38.828
29 Málaga	Guests	Residents abroad	2022M11	44.562
29 Málaga	Guests	Residents abroad	2022M10	69.743
29 Málaga	Guests	Residents abroad	2022M09	70.791
29 Málaga	Guests	Residents abroad	2022M08	74.943
29 Málaga	Guests	Residents abroad	2022M07	87.134
29 Málaga	Guests	Residents abroad	2022M06	78.398
29 Málaga	Guests	Residents abroad	2022M05	86.081
29 Málaga	Guests	Residents abroad	2022M04	68.251
29 Málaga	Guests	Residents abroad	2022M03	41.979
29 Málaga	Guests	Residents abroad	2022M02	37.462
29 Málaga	Guests	Residents abroad	2022M01	23.426
29 Málaga	Guests	Residents abroad	2021M12	26.613
29 Málaga	Guests	Residents abroad	2021M11	39.778
29 Málaga	Guests	Residents abroad	2021M10	60.175
29 Málaga	Guests	Residents abroad	2021M09	46.646
29 Málaga	Guests	Residents abroad	2021M08	55.114
29 Málaga	Guests	Residents abroad	2021M07	47.760
29 Málaga	Guests	Residents abroad	2021M06	19.251
29 Málaga	Guests	Residents abroad	2021M05	8.837
29 Málaga	Guests	Residents abroad	2021M04	3.753
29 Málaga	Guests	Residents abroad	2021M03	2.739
29 Málaga	Guests	Residents abroad	2021M02	1.458
29 Málaga	Guests	Residents abroad	2021M01	1.878
29 Málaga	Guests	Residents abroad	2020M12	2.797
29 Málaga	Guests	Residents abroad	2020M11	1.765
29 Málaga	Guests	Residents abroad	2020M10	7.547
29 Málaga	Guests	Residents abroad	2020M09	10.048
29 Málaga	Guests	Residents abroad	2020M08	25.630
29 Málaga	Guests	Residents abroad	2020M07	16.842
29 Málaga	Guests	Residents abroad	2020M06	698
29 Málaga	Guests	Residents abroad	2020M05	.
29 Málaga	Guests	Residents abroad	2020M04	0
29 Málaga	Guests	Residents abroad	2020M03	18.001
29 Málaga	Guests	Residents abroad	2020M02	48.638
29 Málaga	Guests	Residents abroad	2020M01	40.376
29 Málaga	Guests	Residents abroad	2019M12	42.628
29 Málaga	Guests	Residents abroad	2019M11	51.425
29 Málaga	Guests	Residents abroad	2019M10	91.166
29 Málaga	Guests	Residents abroad	2019M09	91.932
29 Málaga	Guests	Residents abroad	2019M08	104.502
29 Málaga	Guests	Residents abroad	2019M07	102.764
29 Málaga	Guests	Residents abroad	2019M06	99.717
29 Málaga	Guests	Residents abroad	2019M05	94.101
29 Málaga	Guests	Residents abroad	2019M04	88.200
29 Málaga	Guests	Residents abroad	2019M03	63.695
29 Málaga	Guests	Residents abroad	2019M02	51.261
29 Málaga	Guests	Residents abroad	2019M01	44.397
29 Málaga	Guests	Residents abroad	2018M12	44.697
29 Málaga	Guests	Residents abroad	2018M11	46.642
29 Málaga	Guests	Residents abroad	2018M10	84.242
29 Málaga	Guests	Residents abroad	2018M09	89.968
29 Málaga	Guests	Residents abroad	2018M08	95.740
29 Málaga	Guests	Residents abroad	2018M07	100.897
29 Málaga	Guests	Residents abroad	2018M06	90.398
29 Málaga	Guests	Residents abroad	2018M05	93.790
29 Málaga	Guests	Residents abroad	2018M04	90.363
29 Málaga	Guests	Residents abroad	2018M03	58.526
29 Málaga	Guests	Residents abroad	2018M02	49.651
29 Málaga	Guests	Residents abroad	2018M01	43.067
29 Málaga	Guests	Residents abroad	2017M12	43.371
29 Málaga	Guests	Residents abroad	2017M11	50.996
29 Málaga	Guests	Residents abroad	2017M10	92.171
29 Málaga	Guests	Residents abroad	2017M09	92.591
29 Málaga	Guests	Residents abroad	2017M08	93.112
29 Málaga	Guests	Residents abroad	2017M07	102.026
29 Málaga	Guests	Residents abroad	2017M06	101.313
29 Málaga	Guests	Residents abroad	2017M05	95.343
29 Málaga	Guests	Residents abroad	2017M04	95.061
29 Málaga	Guests	Residents abroad	2017M03	63.058
29 Málaga	Guests	Residents abroad	2017M02	53.162
29 Málaga	Guests	Residents abroad	2017M01	48.137
29 Málaga	Guests	Residents abroad	2016M12	42.825
29 Málaga	Guests	Residents abroad	2016M11	47.159
29 Málaga	Guests	Residents abroad	2016M10	84.020
29 Málaga	Guests	Residents abroad	2016M09	80.095
29 Málaga	Guests	Residents abroad	2016M08	78.916
29 Málaga	Guests	Residents abroad	2016M07	86.570
29 Málaga	Guests	Residents abroad	2016M06	82.270
29 Málaga	Guests	Residents abroad	2016M05	80.113
29 Málaga	Guests	Residents abroad	2016M04	74.925
29 Málaga	Guests	Residents abroad	2016M03	51.882
29 Málaga	Guests	Residents abroad	2016M02	45.641
29 Málaga	Guests	Residents abroad	2016M01	37.863
29 Málaga	Guests	Residents abroad	2015M12	32.406
29 Málaga	Guests	Residents abroad	2015M11	38.828
29 Málaga	Guests	Residents abroad	2015M10	75.105
29 Málaga	Guests	Residents abroad	2015M09	74.914
29 Málaga	Guests	Residents abroad	2015M08	84.124
29 Málaga	Guests	Residents abroad	2015M07	80.506
29 Málaga	Guests	Residents abroad	2015M06	69.542
29 Málaga	Guests	Residents abroad	2015M05	77.526
29 Málaga	Guests	Residents abroad	2015M04	64.092
29 Málaga	Guests	Residents abroad	2015M03	43.031
29 Málaga	Guests	Residents abroad	2015M02	33.856
29 Málaga	Guests	Residents abroad	2015M01	27.743
29 Málaga	Guests	Residents abroad	2014M12	26.088
29 Málaga	Guests	Residents abroad	2014M11	35.522
29 Málaga	Guests	Residents abroad	2014M10	63.050
29 Málaga	Guests	Residents abroad	2014M09	65.006
29 Málaga	Guests	Residents abroad	2014M08	74.915
29 Málaga	Guests	Residents abroad	2014M07	67.084
29 Málaga	Guests	Residents abroad	2014M06	70.819
29 Málaga	Guests	Residents abroad	2014M05	66.772
29 Málaga	Guests	Residents abroad	2014M04	60.747
29 Málaga	Guests	Residents abroad	2014M03	42.755
29 Málaga	Guests	Residents abroad	2014M02	31.120
29 Málaga	Guests	Residents abroad	2014M01	23.319
29 Málaga	Guests	Residents abroad	2013M12	24.023
29 Málaga	Guests	Residents abroad	2013M11	26.795
29 Málaga	Guests	Residents abroad	2013M10	48.542
29 Málaga	Guests	Residents abroad	2013M09	56.015
29 Málaga	Guests	Residents abroad	2013M08	62.540
29 Málaga	Guests	Residents abroad	2013M07	59.937
29 Málaga	Guests	Residents abroad	2013M06	61.526
29 Málaga	Guests	Residents abroad	2013M05	52.287
29 Málaga	Guests	Residents abroad	2013M04	43.490
29 Málaga	Guests	Residents abroad	2013M03	35.598
29 Málaga	Guests	Residents abroad	2013M02	21.990
29 Málaga	Guests	Residents abroad	2013M01	16.284
29 Málaga	Guests	Residents abroad	2012M12	18.472
29 Málaga	Guests	Residents abroad	2012M11	22.561
29 Málaga	Guests	Residents abroad	2012M10	43.929
29 Málaga	Guests	Residents abroad	2012M09	56.424
29 Málaga	Guests	Residents abroad	2012M08	56.440
29 Málaga	Guests	Residents abroad	2012M07	57.048
29 Málaga	Guests	Residents abroad	2012M06	51.746
29 Málaga	Guests	Residents abroad	2012M05	43.181
29 Málaga	Guests	Residents abroad	2012M04	41.993
29 Málaga	Guests	Residents abroad	2012M03	27.354
29 Málaga	Guests	Residents abroad	2012M02	20.271
29 Málaga	Guests	Residents abroad	2012M01	13.712
29 Málaga	Guests	Residents abroad	2011M12	16.900
29 Málaga	Guests	Residents abroad	2011M11	21.141
29 Málaga	Guests	Residents abroad	2011M10	43.481
29 Málaga	Guests	Residents abroad	2011M09	47.872
29 Málaga	Guests	Residents abroad	2011M08	49.923
29 Málaga	Guests	Residents abroad	2011M07	55.851
29 Málaga	Guests	Residents abroad	2011M06	47.888
29 Málaga	Guests	Residents abroad	2011M05	48.592
29 Málaga	Guests	Residents abroad	2011M04	46.744
29 Málaga	Guests	Residents abroad	2011M03	28.471
29 Málaga	Guests	Residents abroad	2011M02	21.892
29 Málaga	Guests	Residents abroad	2011M01	15.179
29 Málaga	Guests	Residents abroad	2010M12	18.065
29 Málaga	Guests	Residents abroad	2010M11	23.705
29 Málaga	Guests	Residents abroad	2010M10	45.123
29 Málaga	Guests	Residents abroad	2010M09	44.426
29 Málaga	Guests	Residents abroad	2010M08	45.578
29 Málaga	Guests	Residents abroad	2010M07	52.573
29 Málaga	Guests	Residents abroad	2010M06	43.634
29 Málaga	Guests	Residents abroad	2010M05	45.041
29 Málaga	Guests	Residents abroad	2010M04	35.446
29 Málaga	Guests	Residents abroad	2010M03	23.739
29 Málaga	Guests	Residents abroad	2010M02	19.029
29 Málaga	Guests	Residents abroad	2010M01	13.147
29 Málaga	Guests	Residents abroad	2009M12	16.379
29 Málaga	Guests	Residents abroad	2009M11	17.657
29 Málaga	Guests	Residents abroad	2009M10	34.886
29 Málaga	Guests	Residents abroad	2009M09	35.512
29 Málaga	Guests	Residents abroad	2009M08	41.947
29 Málaga	Guests	Residents abroad	2009M07	38.269
29 Málaga	Guests	Residents abroad	2009M06	39.457
29 Málaga	Guests	Residents abroad	2009M05	35.869
29 Málaga	Guests	Residents abroad	2009M04	32.619
29 Málaga	Guests	Residents abroad	2009M03	24.762
29 Málaga	Guests	Residents abroad	2009M02	20.573
29 Málaga	Guests	Residents abroad	2009M01	15.194
29 Málaga	Guests	Residents abroad	2008M12	17.133
29 Málaga	Guests	Residents abroad	2008M11	19.806
29 Málaga	Guests	Residents abroad	2008M10	40.822
29 Málaga	Guests	Residents abroad	2008M09	42.789
29 Málaga	Guests	Residents abroad	2008M08	42.075
29 Málaga	Guests	Residents abroad	2008M07	40.063
29 Málaga	Guests	Residents abroad	2008M06	41.531
29 Málaga	Guests	Residents abroad	2008M05	40.422
29 Málaga	Guests	Residents abroad	2008M04	32.797
29 Málaga	Guests	Residents abroad	2008M03	28.534
29 Málaga	Guests	Residents abroad	2008M02	21.631
29 Málaga	Guests	Residents abroad	2008M01	16.041
29 Málaga	Guests	Residents abroad	2007M12	17.313
29 Málaga	Guests	Residents abroad	2007M11	18.228
29 Málaga	Guests	Residents abroad	2007M10	32.931
29 Málaga	Guests	Residents abroad	2007M09	37.115
29 Málaga	Guests	Residents abroad	2007M08	37.792
29 Málaga	Guests	Residents abroad	2007M07	37.924
29 Málaga	Guests	Residents abroad	2007M06	42.772
29 Málaga	Guests	Residents abroad	2007M05	36.164
29 Málaga	Guests	Residents abroad	2007M04	28.628
29 Málaga	Guests	Residents abroad	2007M03	24.891
29 Málaga	Guests	Residents abroad	2007M02	18.404
29 Málaga	Guests	Residents abroad	2007M01	14.402
29 Málaga	Guests	Residents abroad	2006M12	14.025
29 Málaga	Guests	Residents abroad	2006M11	18.523
29 Málaga	Guests	Residents abroad	2006M10	32.535
29 Málaga	Guests	Residents abroad	2006M09	32.582
29 Málaga	Guests	Residents abroad	2006M08	29.357
29 Málaga	Guests	Residents abroad	2006M07	33.583
29 Málaga	Guests	Residents abroad	2006M06	32.909
29 Málaga	Guests	Residents abroad	2006M05	30.190
29 Málaga	Guests	Residents abroad	2006M04	29.753
29 Málaga	Guests	Residents abroad	2006M03	26.028
29 Málaga	Guests	Residents abroad	2006M02	16.654
29 Málaga	Guests	Residents abroad	2006M01	15.963
29 Málaga	Guests	Residents abroad	2005M12	13.768
29 Málaga	Guests	Residents abroad	2005M11	18.854
29 Málaga	Guests	Residents abroad	2005M10	32.538
29 Málaga	Guests	Residents abroad	2005M09	31.135
29 Málaga	Guests	Residents abroad	2005M08	32.835
29 Málaga	Guests	Residents abroad	2005M07	35.486
29 Málaga	Guests	Residents abroad	2005M06	33.413
29 Málaga	Guests	Residents abroad	2005M05	28.937
29 Málaga	Guests	Residents abroad	2005M04	24.719
29 Málaga	Guests	Residents abroad	2005M03	22.778
29 Málaga	Guests	Residents abroad	2005M02	17.016
29 Málaga	Guests	Residents abroad	2005M01	15.844
29 Málaga	Overnight stays	Residents in Spain	2025M08	195.690
29 Málaga	Overnight stays	Residents in Spain	2025M07	135.220
29 Málaga	Overnight stays	Residents in Spain	2025M06	108.512
29 Málaga	Overnight stays	Residents in Spain	2025M05	83.376
29 Málaga	Overnight stays	Residents in Spain	2025M04	100.813
29 Málaga	Overnight stays	Residents in Spain	2025M03	46.269
29 Málaga	Overnight stays	Residents in Spain	2025M02	43.117
29 Málaga	Overnight stays	Residents in Spain	2025M01	44.425
29 Málaga	Overnight stays	Residents in Spain	2024M12	71.145
29 Málaga	Overnight stays	Residents in Spain	2024M11	43.493
29 Málaga	Overnight stays	Residents in Spain	2024M10	55.080
29 Málaga	Overnight stays	Residents in Spain	2024M09	131.728
29 Málaga	Overnight stays	Residents in Spain	2024M08	238.503
29 Málaga	Overnight stays	Residents in Spain	2024M07	170.342
29 Málaga	Overnight stays	Residents in Spain	2024M06	126.774
29 Málaga	Overnight stays	Residents in Spain	2024M05	77.095
29 Málaga	Overnight stays	Residents in Spain	2024M04	60.798
29 Málaga	Overnight stays	Residents in Spain	2024M03	87.360
29 Málaga	Overnight stays	Residents in Spain	2024M02	64.195
29 Málaga	Overnight stays	Residents in Spain	2024M01	87.794
29 Málaga	Overnight stays	Residents in Spain	2023M12	90.030
29 Málaga	Overnight stays	Residents in Spain	2023M11	47.734
29 Málaga	Overnight stays	Residents in Spain	2023M10	68.750
29 Málaga	Overnight stays	Residents in Spain	2023M09	143.280
29 Málaga	Overnight stays	Residents in Spain	2023M08	316.562
29 Málaga	Overnight stays	Residents in Spain	2023M07	247.721
29 Málaga	Overnight stays	Residents in Spain	2023M06	116.539
29 Málaga	Overnight stays	Residents in Spain	2023M05	97.381
29 Málaga	Overnight stays	Residents in Spain	2023M04	113.649
29 Málaga	Overnight stays	Residents in Spain	2023M03	64.853
29 Málaga	Overnight stays	Residents in Spain	2023M02	64.323
29 Málaga	Overnight stays	Residents in Spain	2023M01	55.583
29 Málaga	Overnight stays	Residents in Spain	2022M12	80.465
29 Málaga	Overnight stays	Residents in Spain	2022M11	39.109
29 Málaga	Overnight stays	Residents in Spain	2022M10	64.114
29 Málaga	Overnight stays	Residents in Spain	2022M09	161.464
29 Málaga	Overnight stays	Residents in Spain	2022M08	325.141
29 Málaga	Overnight stays	Residents in Spain	2022M07	239.601
29 Málaga	Overnight stays	Residents in Spain	2022M06	128.859
29 Málaga	Overnight stays	Residents in Spain	2022M05	101.888
29 Málaga	Overnight stays	Residents in Spain	2022M04	115.705
29 Málaga	Overnight stays	Residents in Spain	2022M03	51.779
29 Málaga	Overnight stays	Residents in Spain	2022M02	61.812
29 Málaga	Overnight stays	Residents in Spain	2022M01	49.140
29 Málaga	Overnight stays	Residents in Spain	2021M12	98.538
29 Málaga	Overnight stays	Residents in Spain	2021M11	62.030
29 Málaga	Overnight stays	Residents in Spain	2021M10	102.160
29 Málaga	Overnight stays	Residents in Spain	2021M09	196.313
29 Málaga	Overnight stays	Residents in Spain	2021M08	469.736
29 Málaga	Overnight stays	Residents in Spain	2021M07	342.091
29 Málaga	Overnight stays	Residents in Spain	2021M06	139.756
29 Málaga	Overnight stays	Residents in Spain	2021M05	68.695
29 Málaga	Overnight stays	Residents in Spain	2021M04	29.086
29 Málaga	Overnight stays	Residents in Spain	2021M03	30.122
29 Málaga	Overnight stays	Residents in Spain	2021M02	18.725
29 Málaga	Overnight stays	Residents in Spain	2021M01	22.853
29 Málaga	Overnight stays	Residents in Spain	2020M12	24.572
29 Málaga	Overnight stays	Residents in Spain	2020M11	15.141
29 Málaga	Overnight stays	Residents in Spain	2020M10	52.835
29 Málaga	Overnight stays	Residents in Spain	2020M09	113.190
29 Málaga	Overnight stays	Residents in Spain	2020M08	332.235
29 Málaga	Overnight stays	Residents in Spain	2020M07	176.966
29 Málaga	Overnight stays	Residents in Spain	2020M06	19.103
29 Málaga	Overnight stays	Residents in Spain	2020M05	.
29 Málaga	Overnight stays	Residents in Spain	2020M04	0
29 Málaga	Overnight stays	Residents in Spain	2020M03	18.417
29 Málaga	Overnight stays	Residents in Spain	2020M02	43.304
29 Málaga	Overnight stays	Residents in Spain	2020M01	38.423
29 Málaga	Overnight stays	Residents in Spain	2019M12	78.333
29 Málaga	Overnight stays	Residents in Spain	2019M11	51.654
29 Málaga	Overnight stays	Residents in Spain	2019M10	59.828
29 Málaga	Overnight stays	Residents in Spain	2019M09	137.064
29 Málaga	Overnight stays	Residents in Spain	2019M08	331.858
29 Málaga	Overnight stays	Residents in Spain	2019M07	224.234
29 Málaga	Overnight stays	Residents in Spain	2019M06	132.406
29 Málaga	Overnight stays	Residents in Spain	2019M05	92.842
29 Málaga	Overnight stays	Residents in Spain	2019M04	110.515
29 Málaga	Overnight stays	Residents in Spain	2019M03	65.260
29 Málaga	Overnight stays	Residents in Spain	2019M02	45.248
29 Málaga	Overnight stays	Residents in Spain	2019M01	47.606
29 Málaga	Overnight stays	Residents in Spain	2018M12	71.017
29 Málaga	Overnight stays	Residents in Spain	2018M11	43.603
29 Málaga	Overnight stays	Residents in Spain	2018M10	48.926
29 Málaga	Overnight stays	Residents in Spain	2018M09	117.176
29 Málaga	Overnight stays	Residents in Spain	2018M08	269.517
29 Málaga	Overnight stays	Residents in Spain	2018M07	200.953
29 Málaga	Overnight stays	Residents in Spain	2018M06	101.790
29 Málaga	Overnight stays	Residents in Spain	2018M05	62.801
29 Málaga	Overnight stays	Residents in Spain	2018M04	63.831
29 Málaga	Overnight stays	Residents in Spain	2018M03	76.936
29 Málaga	Overnight stays	Residents in Spain	2018M02	31.203
29 Málaga	Overnight stays	Residents in Spain	2018M01	40.243
29 Málaga	Overnight stays	Residents in Spain	2017M12	77.573
29 Málaga	Overnight stays	Residents in Spain	2017M11	45.553
29 Málaga	Overnight stays	Residents in Spain	2017M10	67.151
29 Málaga	Overnight stays	Residents in Spain	2017M09	132.558
29 Málaga	Overnight stays	Residents in Spain	2017M08	310.737
29 Málaga	Overnight stays	Residents in Spain	2017M07	207.623
29 Málaga	Overnight stays	Residents in Spain	2017M06	108.536
29 Málaga	Overnight stays	Residents in Spain	2017M05	79.801
29 Málaga	Overnight stays	Residents in Spain	2017M04	111.812
29 Málaga	Overnight stays	Residents in Spain	2017M03	45.216
29 Málaga	Overnight stays	Residents in Spain	2017M02	46.636
29 Málaga	Overnight stays	Residents in Spain	2017M01	58.912
29 Málaga	Overnight stays	Residents in Spain	2016M12	69.372
29 Málaga	Overnight stays	Residents in Spain	2016M11	41.839
29 Málaga	Overnight stays	Residents in Spain	2016M10	48.843
29 Málaga	Overnight stays	Residents in Spain	2016M09	112.306
29 Málaga	Overnight stays	Residents in Spain	2016M08	256.069
29 Málaga	Overnight stays	Residents in Spain	2016M07	184.961
29 Málaga	Overnight stays	Residents in Spain	2016M06	86.856
29 Málaga	Overnight stays	Residents in Spain	2016M05	58.575
29 Málaga	Overnight stays	Residents in Spain	2016M04	49.420
29 Málaga	Overnight stays	Residents in Spain	2016M03	80.074
29 Málaga	Overnight stays	Residents in Spain	2016M02	40.080
29 Málaga	Overnight stays	Residents in Spain	2016M01	42.033
29 Málaga	Overnight stays	Residents in Spain	2015M12	67.403
29 Málaga	Overnight stays	Residents in Spain	2015M11	37.560
29 Málaga	Overnight stays	Residents in Spain	2015M10	44.147
